cell type	official gene symbol	nicknames
Enteric neurons	SNX21	dJ337O18.4|SNX-L|C20orf161
Enteric neurons	FSTL5	DKFZp566D234|KIAA1263
Enteric neurons	LIX1	Lft|C5orf11
Enteric neurons	RGS3	C2PA|FLJ20370|PDZ-RGS3
Enteric neurons	CYTH3	GRP1|ARNO3|cytohesin-3|PSCD3
Enteric neurons	TSHZ1	NY-CO-33|SDCCAG33
Enteric neurons	STXBP5	tomosyn|LLGL3
Enteric neurons	ATF5	NA
Enteric neurons	DMKN	ZD52F10
Enteric neurons	CACNA1B	Cav2.2|CACNN|CACNL1A5
Enteric neurons	PIK3CA	PI3K
Enteric neurons	ZDHHC2	ZNF372|DHHC2
Enteric neurons	MYL1	NA
Enteric neurons	EML5	HuEMAP-2
Enteric neurons	MFSD6	FLJ20160
Enteric neurons	SCN7A	Nav2.1|Nav2.2|NaG|SCN6A
Enteric neurons	ARHGEF28	RGNEF|p190RhoGEF
Enteric neurons	HAND2	dHand|Thing2|Hed|bHLHa26
Enteric neurons	VSTM2L	dJ1118M15.2|C20orf102
Enteric neurons	FAM19A5	TAFA-5
Enteric neurons	EFNA5	AF1|LERK7|EPLG7
Enteric neurons	HOXB4	HOX2F
Enteric neurons	TLX2	Enx|Tlx2|NCX|HOX11L1
Enteric neurons	GOLGA7B	bA459F3.4|bA451M19.3|C10orf133|C10orf132
Enteric neurons	SLC18A3	VACHT
Enteric neurons	TOX	KIAA0808|TOX1
Enteric neurons	CELF6	BRUNOL6
Enteric neurons	GPR22	NA
Enteric neurons	PLCE1	KIAA1516|NPHS3
Enteric neurons	CYB561	FRRS2|CYB561A1
Enteric neurons	GFRA2	RETL2|GDNFRB|NTNRA|TRNR2
Enteric neurons	FLOT2	ECS-1|ECS1|M17S1
Enteric neurons	SLC7A14	KIAA1613|PPP1R142
Enteric neurons	JPH3	JP-3|CAGL237|HDL2|JP3|TNRC22
Enteric neurons	CASZ1	FLJ20321|ZNF693|castor|cst|SRG
Enteric neurons	TAC1	NPK|TAC2|NKNA
Enteric neurons	SCN3A	Nav1.3
Enteric neurons	CHRNA3	NA
Enteric neurons	PARVA	FLJ12254|FLJ10793|MXRA2
Enteric neurons	SLC10A4	MGC29802
Enteric neurons	TM4SF4	il-TMP
Enteric neurons	FAM19A1	TAFA-1|TAFA1
Enteric neurons	SLC5A7	hCHT|CHT1
Enteric neurons	PHOX2B	Phox2b|NBPhox|PMX2B
Enteric neurons	PIRT	NA
Enteric neurons	HOXB5	HOX2A
Enteric neurons	HOXA5	HOX1C
Enteric neurons	GAL	GMAP|GAL-GMAP|GLNN|GALN
Enteric neurons	CARTPT	CART
Enteric neurons	NMU	NA
Enteric neurons	VIP	NA
Enteric neurons	CCK	NA
Enterochromaffin cells	REG4	REG-IV|RELP|GISP
Enterochromaffin cells	AFP	FETA|HPAFP
Enterochromaffin cells	SLC18A1	CGAT|VMAT1|VAT1
Enterochromaffin cells	LMX1A	LMX1.1|LMX1
Enterochromaffin cells	TRPA1	ANKTM1
Enterochromaffin cells	FGF1	AFGF|ECGF|ECGFA|ECGFB|HBGF1|ECGF-beta|FGF-alpha|GLIO703|FGFA
Enterochromaffin cells	PIEZO2	FLJ23403|FLJ23144|HsT748|HsT771|FLJ34907|FAM38B2|C18orf30|C18orf58|FAM38B
Enterochromaffin cells	ADGRG4	RP1-299I16|PGR17|GPR112
Enterochromaffin cells	ADM	AM
Enterochromaffin cells	TPH1	TPRH|TPH
Enterochromaffin cells	CRH	CRH1
Enterochromaffin cells	GJB1	CX32|CMTX1|CMTX
Enterocytes	GATA4	NA
Enterocytes	LYPD8	NA
Enterocytes	NLRP6	PYPAF5|PAN3|CLR11.4|NALP6
Enterocytes	KRT20	CK20|K20|MGC35423
Enterocytes	MYO1A	MYHL|DFNA48
Enterocytes	PPARG	PPARG1|PPARG2|NR1C3|PPARgamma
Enterocytes	SLC15A1	PEPT1|HPECT1|HPEPT1
Enterocytes	FLOT2	ECS-1|ECS1|M17S1
Enterocytes	APOBEC1	CDAR1|APOBEC-1|HEPR
Enterocytes	PLIN3	TIP47|M6PRBP1
Enterocytes	SLC10A2	ASBT|ISBT
Enterocytes	SLC40A1	MTP1|IREG1|FPN1|HFE4|SLC11A3
Enterocytes	SLC5A1	D22S675|NAGT|SGLT1
Enterocytes	TTC7A	KIAA1140|TTC7
Enterocytes	NPC1L1	SLC65A2
Enterocytes	FABP1	L-FABP
Enterocytes	ANPEP	gp150|CD13|PEPN
Enterocytes	CA1	Car1
Enterocytes	CPS1	NA
Enterocytes	DPP4	CD26|ADCP2
Enterocytes	SLC2A5	GLUT5
Enterocytes	ALPI	NA
Enterocytes	FABP2	I-FABP
Enterocytes	LCT	NA
Enterocytes	SI	NA
Enterocytes	VIL1	D2S1471|VIL
Enterocytes	CLCA4B	NA
Enterocytes	FUOM	FLJ26016|FucU|FucM|C10orf125
Enterocytes	FAHD1	DKFZP566J2046|C16orf36
Enterocytes	OTC	NA
Enterocytes	CDH17	HPT-1|cadherin
Enterocytes	KHK	NA
Enterocytes	ABHD11	PP1226|WBSCR21
Enterocytes	OLFR77	NA
Enterocytes	VDR	NR1I1|PPP1R163
Enterocytes	EHF	ESE3|ESEJ
Enterocytes	CDC42EP5	CEP5|Borg3
Enterocytes	DEFA24	NA
Enterocytes	CASP6	NA
Enterocytes	HNF4A	NR2A1|HNF4|TCF14|MODY|MODY1
Enterocytes	AQP1	CHIP28|CO
Enterocytes	TMEM45B	BC016153|FLJ40787
Enterocytes	RGMB	FLJ90406|DRAGON
Enterocytes	PDHA1	PDHA
Enterocytes	CDO1	NA
Enterocytes	ELF3	ESE-1|ERT|ESX
Enterocytes	KRTCAP3	KCP3
Enterocytes	DEGS2	DES2|FADS8|C14orf66
Enterocytes	TMC4	NA
Enterocytes	PRSS32	NA
Enterocytes	PPP1R14D	FLJ20251|GBPI-1|MGC119014|MGC119016
Enterocytes	TM4SF5	NA
Enterocytes	RNF186	FLJ20225
Enterocytes	CEACAM1	BGP1|CD66a|BGP
Enterocytes	KLF5	IKLF|CKLF|BTEB2
Enterocytes	CDX1	NA
Enterocytes	CDX2	CDX3
Enterocytes	CLDN15	NA
Enterocytes	ASCL2	HASH2|bHLHa45
Enterocytes	SMOC2	SMAP2
Enterocytes	PRR15L	MGC11242|ATAD4
Enterocytes	FBP2	NA
Enterocytes	SDSL	SDS-RS1|cSDH
Enterocytes	GKN3	NA
Enterocytes	FERMT1	FLJ20116|URP1|KIND1|UNC112A|C20orf42
Enterocytes	ALDOB	NA
Enterocytes	MUC13	DRCC1
Enterocytes	PHGR1	NA
Enterocytes	PRAP1	NA
Enterocytes	CCL25	TECK|Ckb15|SCYA25
Enterocytes	LGALS2	HL14
Enterocytes	SPON2	DIL1
Enterocytes	ASPN	FLJ20129|SLRR1C|PLAP-1
Enterocytes	CTRB1	CTRB
Enterocytes	CD55	TC|CROM|DAF
Enterocytes	CDH19	CDH7
Enterocytes	SLC35F1	dJ230I3.1|C6orf169
Enterocytes	G0S2	NA
Enterocytes	GULP1	CED6|CED-6|GULP
Enterocytes	NKD2	Naked2
Enterocytes	COL18A1	KNO1|KNO
Enterocytes	SOX10	DOM|WS4|WS2E
Enterocytes	COL20A1	KIAA1510
Enterocytes	PMEPA1	STAG1|TMEPAI
Enterocytes	GFRA2	RETL2|GDNFRB|NTNRA|TRNR2
Enterocytes	ART3	NA
Enterocytes	SLC26A2	DTDST
Enterocytes	CAR1	NA
Enterocytes	TRY4	NA
Enterocytes	TRY5	NA
Enterocytes	PRSS2	TRY2
Enterocytes	L1CAM	CD171|HSAS1|SPG1|HSAS|MIC5
Enterocytes	SLC11A2	DCT1|NRAMP2
Enterocytes	SLC26A3	DRA|CLD
Enterocytes	APOA1	NA
Enterocytes	APOA4	NA
Enterocytes	CBR1	SDR21C1|CBR
Enterocytes	EPHX2	NA
Enterocytes	GSTM3	GST5
Enterocytes	ADH6A	NA
Enterocytes	CREB3L3	CREB-H
Enterocytes	MEP1A	PPHA
Enterocytes	FGF15	NA
Enterocytes	MUC3	NA
Enterocytes	CLEC2H	NA
Enterocytes	FABP6	I-15P|ILLBP|I-BAP|ILBP3|I-BABP|ILBP|I-BALB
Enterocytes	RBP2	CRBP2|RBPC2|CRBPII
Enterocytes	CYP3A4	CYP3A3
Enterocytes	APOB	NA
Enterocytes	MTTP	MTP
Enterocytes	SLC2A2	GLUT2
Enterocytes	APOC3	NA
Enterocytes	UGT2B17	NA
Enterocytes	CD36	SCARB3|GPIV|GP4|GP3B
Enterocytes	REG3A	REG-III|REG3|PBCGF
Enterocytes	ISX	RAXLX
Enterocytes	AQP10	NA
Enterocytes	S100G	CABP9K|CABP1|CALB3
Enterocytes	BEST4	VMD2L2
Enterocytes	SLC28A1	CNT1
Enterocytes	SLC28A2	CNT2|SPNT1|HCNT2|HsT17153
Enterocytes	SLC30A10	DKFZp547M236|ZnT-10
Enterocytes	SLC51B	OSTbeta
Enterocytes	VNN1	Tiff66
Enterocytes	SLC23A1	YSPL3|SVCT1|SLC23A2
Enterocytes	TREH	TREA|MGC129621
Enterocytes	ABCC2	DJS|cMRP|CMOAT
Enterocytes	ABCG5	STSL
Enterocytes	SLC52A1	FLJ10060|GPCR42|hRFT1|RFVT1|GPR172B
Enterocytes	CYP3A7	CP37|P450-HFLA
Enterocytes	DMBT1	GP340|muclin|SALSA|Gp-340|hensin|vomeroglandin
Enterocytes	ABCG8	GBD4
Enterocytes	PLIN2	ADRP|ADFP
Enterocytes	GSTA1	NA
Enterocytes	CYBRD1	DCYTB|FLJ23462|FRRS3|CYB561A2
Enterocytes	ABCG2	EST157481|MXR|BCRP|ABCP|CD338
Enterocytes	NR1H4	FXR|RIP14|HRR1|HRR-1
Enterocytes	DAB1	NA
Enterocytes	TM6SF2	Lpr4
Enterocytes	NR5A2	FTZ-F1beta|hB1F|FTZ-F1|hB1F-2|B1F2|LRH1|FTF
Enterocytes	PDZK1	PDZD1|NHERF3
Enterocytes	ACSL5	ACS5|FACL5
Enterocytes	AQP11	NA
Enterocytes	AQP7	AQP9|AQPap|AQP7L
Enterocytes	AQP8	NA
Enterocytes	HMOX1	bK286B10|HO-1
Enterocytes	SLC39A5	NA
Enterocytes	SLC51A	OSTalpha
Enterocytes	TRPM6	CHAK2|FLJ22628|HOMG|HSH
Enterocytes	MOGAT2	MGAT2|DGAT2L5|FLJ22644
Enterocytes	GLS	KIAA0838|GLS1
Enterocytes	MAOA	NA
Enterocytes	DGAT1	ARGP1|DGAT
Enterocytes	DGAT2	NA
Enteroendocrine cells	NPSR1	PGR14|GPRA|GPR154
Enteroendocrine cells	FFAR3	FFA3R|GPR41
Enteroendocrine cells	SCN3A	Nav1.3
Enteroendocrine cells	NEUROG3	Atoh5|Math4B|ngn3|bHLHa7
Enteroendocrine cells	FFAR1	FFA1R|GPR40
Enteroendocrine cells	ARX	ISSX|CT121|EIEE1|MRXS1|PRTS|MRX76|MRX54|MRX43|MRX36|MRX29|MRX32|MRX33|MRX38|MRX87
Enteroendocrine cells	NKX2-2	NKX2.2|NKX2B
Enteroendocrine cells	SCT	NA
Enteroendocrine cells	CCK	NA
Enteroendocrine cells	GFRA3	GFRa-3
Enteroendocrine cells	VWA5B2	DKFZp761K032|LOC90113
Enteroendocrine cells	NEUROD1	BETA2|BHF-1|NeuroD|bHLHa3|MODY6|NEUROD
Enteroendocrine cells	SCGN	SECRET|DJ501N12.8|SEGN|CALBL
Enteroendocrine cells	PCSK1	PC1|NEC1
Enteroendocrine cells	ISL1	Isl-1|ISLET1
Enteroendocrine cells	FABP5	E-FABP|PA-FABP|KFABP
Enteroendocrine cells	TAC1	NPK|TAC2|NKNA
Enteroendocrine cells	RIMBP2	KIAA0318|RBP2|MGC15831|RIM-BP2|PPP1R133
Enteroendocrine cells	PAX6	D11S812E|AN2
Enteroendocrine cells	GIP	NA
Enteroendocrine cells	GLP1R	GLP-1R
Enteroendocrine cells	PYY	PYY1
Enteroendocrine cells	GLP2R	NA
Enteroendocrine cells	GAST	NA
Enteroendocrine cells	NTS	NA
Enteroendocrine cells	SST	SMST
Enteroendocrine cells	MLN	NA
Enteroendocrine cells	GPR119	hGPCR2|GPCR2
Enteroendocrine cells	GCG	GLP2|GRPP
Enteroendocrine cells	CHGB	SgI|SCG1
Enteroendocrine cells	CPE	NA
Enteroendocrine cells	GAL	GMAP|GAL-GMAP|GLNN|GALN
Enteroendocrine cells	NUCB2	NEFA
Enteroendocrine cells	IAPP	AMYLIN
Enteroendocrine cells	GHRL	MTLRP|ghrelin|obestatin
Enteroendocrine cells	CHGA	NA
Enteroendocrine cells	TRPA1	ANKTM1
Enteroendocrine cells	ENPP2	PD-IALPHA|PDNP2
Enteroendocrine cells	AFP	FETA|HPAFP
Enteroendocrine cells	VEGFA	VEGF-A|VPF|VEGF
Enteroendocrine cells	FFAR4	PGR4|GPR129|GPR120|O3FAR1
Enteroendocrine cells	MC4R	NA
Enteroendocrine cells	INSL5	NA
Enteroendocrine cells	SSTR2	NA
Enteroendocrine cells	ALCAM	CD166|MEMD
Enteroendocrine cells	TAS1R2	T1R2|GPR71
Enteroendocrine cells	TAS1R3	T1R3
Enteroendocrine cells	GNAT3	gustducin|GDCA
Eosinophils	C3AR1	C3AR|AZ3B
Eosinophils	FUT4	FUC-TIV|CD15|ELFT
Eosinophils	FCER2	CLEC4J|CD23|CD23A|FCE2
Eosinophils	C5AR1	C5A|C5AR|CD88|C5R1
Eosinophils	CXCR3	CKR-L2|CMKAR3|IP10-R|MigR|CD183|GPR9
Eosinophils	CCR1	MIP1aR|CD191|SCYAR1|CMKBR1
Eosinophils	CCR3	CC-CKR-3|CKR3|CD193|CMKBR3
Eosinophils	CD244	2B4|NAIL|NKR2B4|Nmrk|SLAMF4
Eosinophils	PTGDR2	CRTH2|CD294|GPR44
Eosinophils	S100A9	MIF|NIF|LIAG|MRP14|MAC387|CGLB|CAGB
Eosinophils	SIGLEC8	SIGLEC-8|SAF2|SIGLEC8L|MGC59785
Eosinophils	SIGLEC10	SIGLEC-10|SLG2|PRO940|MGC126774
Eosinophils	PGLYRP1	TAG7|PGRP|PGRP-S|PGRPS|TNFSF3L|PGLYRP
Eosinophils	LTC4S	MGC33147
Eosinophils	EAR1	NA
Eosinophils	EAR2	NA
Eosinophils	EPX	EPP|EPX-PEN
Eosinophils	CD69	CLEC2C
Eosinophils	RNASE3	ECP|RAF1|RNS3
Eosinophils	RNASE2	EDN|RAF3|RNS2
Eosinophils	IL5	IL-5|EDF
Eosinophils	PRG2	MBP|BMPG|proMBP
Eosinophils	PRG3	MBPH|MBP2
Eosinophils	CPA3	NA
Eosinophils	IKZF2	Helios|ZNFN1A2
Eosinophils	CCL11	eotaxin|MGC22554|SCYA11
Eosinophils	CCL5	RANTES|SISd|TCP228|MGC17164|D17S136E|SCYA5
Eosinophils	CSF2	GM-CSF|GMCSF
Eosinophils	IL5RA	CDw125|CD125|IL5R
Eosinophils	SIGLECF	NA
Ependymal cells	FOXJ1	HFH-4|HFH4|FKHL13
Ependymal cells	TRIM71	LIN41|LIN-41
Ependymal cells	SIX3	HPE2
Ependymal cells	USP18	NA
Ependymal cells	CETN4	NA
Ependymal cells	AQP4	MIWC
Ependymal cells	CELSR2	KIAA0279|MEGF3|Flamingo1|CDHF10|ADGRC2|EGFL2
Ependymal cells	AQP1	CHIP28|CO
Ependymal cells	GFAP	FLJ45472
Ependymal cells	ENKUR	MGC26778|enkurin|CFAP106|C10orf63
Ependymal cells	FAM216B	FLJ40919|C13orf30
Ependymal cells	KRT15	K15|CK15|K1CO
Ependymal cells	CATIP	MGC50811|C2orf62
Ependymal cells	DNAH12	DLP12|Dnahc3|HL-19|hdhc3|DHC3|FLJ40427|FLJ44290|DNHD2|DNAH12L|DNAH7L
Ependymal cells	FAM166B	NA
Ependymal cells	IQCG	DKFZp434B227|DRC9|CFAP122
Ependymal cells	SPEF2	KPL2|FLJ23577|CT122
Ependymal cells	RABL2	NA
Ependymal cells	MYO16	MYR8|KIAA0865|Myo16b|NYAP3|PPP1R107
Ependymal cells	ODF3B	NA
Ependymal cells	PLXNB2	MM1|KIAA0315|PLEXB2
Ependymal cells	TEKT1	NA
Ependymal cells	CHEK2	CDS1|CHK2|HuCds1|PP1425|bA444G7|RAD53
Ependymal cells	CROCC	rootletin|ROLT
Ependymal cells	NME9	TXL-2|NM23-H9|TXNDC6
Ependymal cells	CFAP126	Flattop|Fltp|C1orf192
Ependymal cells	MEIG1	bA2K17.3|SPATA39
Ependymal cells	HSPA2	NA
Ependymal cells	CFAP65	DKFZp434O0527|MGC35338|CCDC108
Ependymal cells	LRRC23	B7|LRPB7
Ependymal cells	TEKT4	MGC27019
Ependymal cells	CALML4	MGC4809|NY-BR-20
Ependymal cells	PIFO	FLJ23853|pitchfork|C1orf88
Ependymal cells	CRYGN	NA
Ependymal cells	HDC	NA
Ependymal cells	FAM183B	NA
Ependymal cells	PCP4L1	IQM1
Ependymal cells	DYNLRB2	DNLC2B|ROBLD2|DNCL2B
Ependymal cells	TMEM107	MGC10744
Ependymal cells	RIIAD1	FLJ36032|NCRNA00166|C1orf230
Ependymal cells	TMEM212	FLJ23172
Ependymal cells	RSPH1	FLJ32753|RSP44|RSPH10A|CILD24|TSGA2
Ependymal cells	CCDC153	LOC283152
Ependymal cells	S100B	S100beta
Ependymal cells	AK7	FLJ32864
Ependymal cells	RARRES2	TIG2|HP10433
Ependymal cells	PVALB	D22S749
Ependymal cells	ANGPTL2	NA
Ependymal cells	CFAP54	FLJ31514|FLJ44112|C12orf63|C12orf55
Ependymal cells	STOML3	SRO|Epb7.2l
Ependymal cells	PLTP	BPIFE
Ependymal cells	SSPO	SCO-spondin|KIAA0543|FLJ36112
Ependymal cells	EFNB3	LERK-8|EPLG8
Ependymal cells	MYB	c-myb
Ependymal cells	RFX2	FLJ14226
Ependymal cells	ZMYND10	BLU|CILD22|DNAAF7
Ependymal cells	AK8	FLJ32704|C9orf98
Ependymal cells	CFAP44	FLJ11142|WDR52
Ependymal cells	TM4SF1	M3S1
Epiblast cells	NANOG	FLJ12581|FLJ40451
Epiblast cells	POU5F1	Oct4|MGC22487|OTF3
Epiblast cells	ERAS	HRAS2|HRASP
Epiblast cells	CDH1	uvomorulin|CD324|UVO
Epiblast cells	EPCAM	Ly74|TROP1|GA733-2|EGP34|EGP40|EGP-2|KSA|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MH99|MOC31|323/A3|17-1A|TACST-1|CO-17A|M4S1|MIC18|TACSTD1
Epiblast cells	CLDN6	NA
Epiblast cells	CLDN7	Hs.84359|CEPTRL2|CPETRL2
Epiblast cells	FGF15	NA
Epiblast cells	SLC35D3	FRCL1
Epiblast cells	TDGF1	CRIPTO|Cripto-1
Epiblast cells	CXCL12	SCYB12|SDF-1a|SDF-1b|PBSF|TLSF-a|TLSF-b|TPAR1|SDF1A|SDF1B|SDF1
Epiblast cells	SOX11	NA
Epiblast cells	LEF1	TCF1ALPHA|TCF10|TCF7L3
Epiblast cells	CRMP1	DPYSL1
Epiblast cells	DPYSL5	CRMP5|Ulip6|CRMP-5|CRAM
Epiblast cells	BCL11A	BCL11A-XL|BCL11A-L|BCL11A-S|CTIP1|HBFQTL5|ZNF856|EVI9
Epiblast cells	INA	NF-66|NEF5
Epiblast cells	MFAP2	MAGP|MAGP-1
Epithelial cells	CD24	CD24A
Epithelial cells	CEACAM1	BGP1|CD66a|BGP
Epithelial cells	ST6GAL1	SIAT1
Epithelial cells	ITGB4	CD104
Epithelial cells	IL1R1	D2S1473|CD121A|IL1R
Epithelial cells	PROM1	AC133|CD133|RP41|CORD12|PROML1|STGD4
Epithelial cells	CDH1	uvomorulin|CD324|UVO
Epithelial cells	KRT1	KRT1A
Epithelial cells	KRT7	CK7|K2C7
Epithelial cells	MUC1	CD227|PEM|ADMCKD|ADMCKD1|MCKD|MCKD1
Epithelial cells	ICAM1	CD54
Epithelial cells	KRT14	EBS3|EBS4
Epithelial cells	KRT5	KRT5A|EBS2
Epithelial cells	ITGAL	CD11A
Epithelial cells	CD2	NA
Epithelial cells	KLK3	NA
Epithelial cells	ITGA5	CD49e|FNRA
Epithelial cells	ITGA4	CD49d|CD49D
Epithelial cells	ITGA2	CD49b|CD49B
Epithelial cells	KRT3	CK3|K3
Epithelial cells	KRT16	NEPPK
Epithelial cells	SCNN1A	ENaCalpha|SCNN1
Epithelial cells	KRT15	K15|CK15|K1CO
Epithelial cells	ITGA1	VLA1|CD49a
Epithelial cells	KRT2	KRTE|KRT2A
Epithelial cells	KRT6	NA
Epithelial cells	SCNN1B	ENaCbeta
Epithelial cells	SCNN1D	ENaCdelta|dNaCh
Epithelial cells	SCNN1G	ENaCgamma|SCNEG
Epithelial cells	IFI16	IFNGIP1|PYHIN2
Epithelial cells	BOK	BCL2L9|BOKL|MGC4631
Epithelial cells	NKD1	NA
Epithelial cells	FZD6	Hfz6
Epithelial cells	DKK3	REIC
Epithelial cells	NRP2	VEGF165R2
Epithelial cells	KAP	NA
Epithelial cells	SFRP5	SARP3
Epithelial cells	RAI14	NORPEG|KIAA1334|RAI13|DKFZp564G013
Epithelial cells	DEFB1	HBD-1|DEFB-1|DEFB101|HBD1|BD1|MGC51822
Epithelial cells	KLK1	Klk6
Epithelial cells	AGR2	XAG-2|HAG-2|PDIA17
Epithelial cells	APOA1	NA
Epithelial cells	GPA33	A33
Epithelial cells	ANPEP	gp150|CD13|PEPN
Epithelial cells	APN	NA
Epithelial cells	CRYBA1	CRYB1
Epithelial cells	BMI1	RNF51|PCGF4
Epithelial cells	BRCA1	RNF53|PPP1R53|FANCS
Epithelial cells	MUC16	FLJ14303
Epithelial cells	CEACAM5	CD66e
Epithelial cells	CTSE	NA
Epithelial cells	SCGB1A1	CC10|CCSP|CC16|UGB
Epithelial cells	DESMIN	NA
Epithelial cells	EXO1	HEX1|hExoI
Epithelial cells	FOXA1	HNF3A
Epithelial cells	GABRP	NA
Epithelial cells	GGT1	D22S672|D22S732|CD224
Epithelial cells	SFN	YWHAS
Epithelial cells	KRT13	CK13|MGC3781|MGC161462
Epithelial cells	LTF	HLF2
Epithelial cells	SLC46A2	Ly110|TSCOT
Epithelial cells	MEP1	NA
Epithelial cells	MEP7	NA
Epithelial cells	NES1	NA
Epithelial cells	KLK10	NES1
Epithelial cells	P2RX7	P2X7|MGC20089
Epithelial cells	CDKN2A	p16|INK4a|CMM2|ARF|INK4|p16INK4a|p19Arf|p14ARF|CDKN2|MLM
Epithelial cells	TP63	SHFM4|EEC3|p63|p73L|OFC8|KET|p73H|p53CP|TP73L|TP53L|TP53CP
Epithelial cells	CDH3	CDHP|PCAD
Epithelial cells	PPN1	NA
Epithelial cells	PSCA	NA
Epithelial cells	AGER	SCARJ1
Epithelial cells	ZFP42	REX1|ZNF754
Epithelial cells	SPRR1B	GADD33|SPRR1
Epithelial cells	SI	NA
Epithelial cells	TTR	HsT2651|CTS|PALB|CTS1
Epithelial cells	TM4SF20	FLJ22800|TCCE518
Epithelial cells	TSTD1	KAT
Epithelial cells	SYCN	SYL|FLJ27441|INSSA1
Epithelial cells	HBEGF	HEGFL|DTS|DTR
Epithelial cells	PIGR	NA
Epithelial cells	PRSS32	NA
Epithelial cells	MUC13	DRCC1
Epithelial cells	SELENBP1	hSP56|hSBP|LPSB
Epithelial cells	ELF3	ESE-1|ERT|ESX
Epithelial cells	MUC3	NA
Epithelial cells	OIT1	NA
Epithelial cells	TSPAN1	TSPAN-1|NET-1
Epithelial cells	GUCA2A	STARA|GUCA2
Epithelial cells	PHGR1	NA
Epithelial cells	LYPD8	NA
Epithelial cells	LGALS4	GAL4
Epithelial cells	GATA2	NFE1B
Epithelial cells	SEC23B	CDA-II|CDAII|HEMPAS|CDAN2
Epithelial cells	TSPAN8	CO-029|TM4SF3
Epithelial cells	DLX5	NA
Epithelial cells	DGAT2	NA
Epithelial cells	ITPR2	IP3R2|CFAP48
Epithelial cells	THRSP	SPOT14|Lpgp|THRP|LPGP1
Epithelial cells	PLA2G4A	cPLA2-alpha|PLA2G4
Epithelial cells	SLC25A48	FLJ44862|HDMCP
Epithelial cells	PGR	NR3C3
Epithelial cells	ZFP322A	NA
Epithelial cells	FERMT1	FLJ20116|URP1|KIND1|UNC112A|C20orf42
Epithelial cells	ZFP704	NA
Epithelial cells	EHF	ESE3|ESEJ
Epithelial cells	PLEKHS1	FLJ23537|bA211N11.2|C10orf81
Epithelial cells	CDKL1	KKIALRE
Epithelial cells	MECOM	MDS1-EVI1|PRDM3|KMT8E|MDS1|EVI1
Epithelial cells	MSX1	HYD1|OFC5|HOX7
Epithelial cells	RNF128	FLJ23516|GRAIL
Epithelial cells	ANLN	ANILLIN|Scraps|scra
Epithelial cells	CASC5	NA
Epithelial cells	CKAP2	LB1|FLJ10749|se20-10|TMAP
Epithelial cells	HMMR	RHAMM|CD168
Epithelial cells	KIF15	HKLP2|NY-BR-62|KNSL7
Epithelial cells	CKAP2L	FLJ40629|radmis
Epithelial cells	KIF20B	MPP1|KRMP1|MPHOSPH1
Epithelial cells	HIRIP3	NA
Epithelial cells	INCENP	FLJ31633
Epithelial cells	KIF23	MKLP1|MKLP-1|KNSL5
Epithelial cells	PRC1	ASE1
Epithelial cells	ECT2	ARHGEF31
Epithelial cells	CXCL10	IFI10|IP-10|crg-2|mob-1|C7|gIP-10|INP10|SCYB10
Epithelial cells	CXCL8	SCYB8|LUCT|LECT|MDNCF|TSG-1|IL-8|NAP-1|3-10C|MONAP|AMCF-I|LYNAP|NAF|b-ENAP|GCP-1|K60|GCP1|IL8
Epithelial cells	CCL20	LARC|MIP-3a|exodus-1|ST38|CKb4|SCYA20
Epithelial cells	CXCL17	Dcip1|UNQ473|VCC1
Epithelial cells	PRG4	JCAP|SZP|HAPO|bG174L6.2|FLJ32635|CACP
Epithelial cells	ALOX15	15-LOX-1
Epithelial cells	F5	NA
Epithelial cells	EMILIN2	FLJ33200|FOAP-10
Epithelial cells	SAA3	NA
Epithelial cells	SPRR2A1	NA
Epithelial cells	SPTSSB	ADMP|ssSPTb|C3orf57
Epithelial cells	FMO5	NA
Epithelial cells	IVL	NA
Epithelial cells	VSIG2	CTXL|CTH
Epithelial cells	AQP3	GIL
Epithelial cells	PAQR5	FLJ20190|MPRG
Epithelial cells	EPCAM	Ly74|TROP1|GA733-2|EGP34|EGP40|EGP-2|KSA|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MH99|MOC31|323/A3|17-1A|TACST-1|CO-17A|M4S1|MIC18|TACSTD1
Epithelial cells	CLDN1	SEMP1|ILVASC
Epithelial cells	OCLN	PPP1R115
Epithelial cells	MUC5AC	NA
Epsilon cells	GHRL	MTLRP|ghrelin|obestatin
Epsilon cells	ANXA13	ANX13
Epsilon cells	PHGR1	NA
Epsilon cells	BMP4	BMP2B
Epsilon cells	HMGCS2	NA
Epsilon cells	TM4SF5	NA
Epsilon cells	OLFML3	HNOEL-iso|OLF44
Epsilon cells	ASGR1	CLEC4H1
Epsilon cells	COX6A2	NA
Epsilon cells	NPY1R	NA
Epsilon cells	FAXDC2	FLJ13758|C5orf4
Epsilon cells	SLC7A9	CSNU3
Epsilon cells	GRAMD2	NA
Epsilon cells	C2ORF54	FLJ22671
Epsilon cells	GHRLOS	NCRNA00068|GHRL-AS1
Epsilon cells	BHMT	BHMT1
Epsilon cells	OPRK1	KOR|OPRK
Epsilon cells	PTGER4	EP4
Epsilon cells	ITGA4	CD49d|CD49D
Epsilon cells	EYA4	DFNA10|CMD1J
Epsilon cells	XYLB	FLJ10343|FLJ12539
Epsilon cells	ELOVL2	Ssc2
Epsilon cells	AFF3	MLLT2-like|LAF4
Epsilon cells	CORIN	PRSC|ATC2|Lrp4|TMPRSS10
